iter	RMSE
503	6.190288155
504	6.190048067
505	6.189801559
506	6.18955244
507	6.189136142
508	6.188449778
509	6.188060037
510	6.187042677
511	6.185990907
512	6.18521377
513	6.184096859
514	6.183827026
515	6.183562032
516	6.183333196
517	6.183072904
518	6.182816254
519	6.182560363
520	6.182321216
521	6.181296973
522	6.181042334
523	6.180613281
524	6.180359055
525	6.17997486
526	6.179720889
527	6.17885212
528	6.178520854
529	6.17746673
530	6.177213155
531	6.176977367
532	6.176724481
533	6.175926353
534	6.175676267
535	6.175424339
536	6.175180295
537	6.1749289
538	6.173246602
539	6.173019326
540	6.172768887
541	6.171970775
542	6.171145237
543	6.169705451
544	6.169481374
545	6.169231979
546	6.168997886
547	6.168757703
548	6.168508839
549	6.167295327
550	6.167068772
