iter	Passed	Remaining
210	146724	1244030
211	147344	1242700
212	147761	1239673
213	148188	1236746
214	148603	1233753
215	149034	1230913
216	149482	1228238
217	150048	1226544
218	150498	1223914
219	150929	1221155
220	151385	1218615
221	151833	1216032
222	152371	1214188
223	152782	1211345
224	153218	1208720
225	153624	1205886
226	154064	1203335
227	154561	1201240
228	155056	1199146
229	155566	1197185
230	156023	1194826
231	156486	1192537
232	156964	1190370
233	157453	1188301
234	157982	1186551
235	158422	1184142
236	158867	1181789
237	159425	1180282
238	159926	1178368
239	160640	1178027
240	161193	1176513
241	161643	1174254
242	162092	1172005
243	162627	1170386
244	163121	1168485
245	163679	1167044
246	164176	1165186
247	164670	1163318
248	165141	1161293
249	165610	1159273
250	166119	1157545
251	166951	1158060
252	167813	1158773
253	168681	1159520
254	169454	1159597
255	170106	1158850
256	170639	1157297
257	171233	1156154
258	172090	1156793
259	172883	1156988
260	173555	1156371
261	174191	1155513
262	174764	1154242
263	175625	1154867
264	176344	1154556
265	177037	1154072
266	177627	1152912
267	178374	1152779
268	179240	1153405
269	179919	1152817
270	180431	1151168
271	180916	1149350
272	181415	1147636
273	181907	1145887
274	182415	1144243
275	182932	1142668
276	183405	1140818
277	183932	1139325
278	184450	1137774
279	185136	1137269
280	185899	1137227
281	186696	1137392
282	187227	1135937
283	187706	1134171
284	188261	1132873
285	188939	1132316
286	189408	1130514
287	189946	1129128
288	190499	1127835
289	190952	1125959
290	191414	1124146
291	191862	1122265
292	192324	1120471
293	192793	1118724
294	193439	1118012
295	193916	1116332
296	194413	1114767
297	194832	1112766
298	195286	1110978
299	195743	1109211
300	196229	1107619
301	196750	1106235
302	197307	1105054
303	197764	1103318
304	198379	1102467
305	198956	1101415
306	199400	1099626
307	199947	1098414
308	200426	1096832
309	200939	1095442
310	201433	1093958
311	201955	1092630
312	202455	1091191
313	203002	1090009
314	203426	1088170
315	203907	1086648
316	204426	1085332
317	204916	1083868
318	205345	1082087
319	205827	1080593
320	206252	1078811
321	206719	1077251
322	207153	1075531
323	207705	1074427
324	208250	1073290
325	208830	1072338
326	209269	1070664
327	209756	1069248
328	210241	1067824
329	210819	1066872
330	211268	1065277
331	211687	1063537
332	212140	1061976
333	212601	1060461
334	213036	1058823
335	213412	1056901
336	213823	1055157
337	214266	1053581
338	214674	1051840
339	215160	1050488
340	215600	1048918
341	216177	1048019
342	216610	1046424
343	217108	1045151
344	217644	1044061
345	218129	1042736
346	218750	1042058
347	219241	1040767
348	219812	1039858
349	220293	1038526
350	220847	1037542
351	221367	1036403
352	221923	1035434
353	222602	1035038
354	223220	1034361
355	223959	1034239
356	224523	1033309
357	225130	1032579
358	225661	1031506
359	226361	1031204
360	227252	1031763
361	227950	1031445
362	228694	1031328
363	229591	1031900
364	230284	1031547
365	231074	1031628
366	231880	1031771
367	232415	1030711
368	232981	1029792
369	233608	1029138
370	234167	1028193
371	234859	1027824
372	235626	1027787
373	236320	1027425
374	236850	1026353
375	237418	1025445
376	238031	1024736
377	238636	1023989
378	239493	1024323
379	240114	1023646
380	240647	1022592
381	241164	1021478
382	241780	1020779
383	242273	1019565
384	242710	1018124
385	243213	1016960
386	243735	1015877
387	244230	1014690
388	244739	1013559
389	245244	1012418
390	245909	1011941
391	246407	1010775
392	246903	1009601
393	247408	1008472
394	247966	1007561
395	248640	1007120
396	249397	1007014
397	249883	1005810
398	250393	1004711
399	250954	1003818
400	251451	1002671
401	251990	1001692
402	252531	1000728
403	252990	999439
404	253583	998681
405	254140	997781
406	254736	997039
407	255182	995713
408	255649	994468
409	256147	993353
410	256640	992220
411	257108	990992
412	257658	990083
413	258164	989006
414	258721	988129
415	259314	987391
416	259863	986482
417	260285	985099
418	260745	983861
419	261208	982640
420	261702	981540
421	262224	980547
422	262771	979648
423	263392	979024
424	263900	977983
425	264330	976658
426	264825	975575
427	265367	974666
428	266009	974128
429	266577	973318
430	267219	972778
431	267980	972670
432	268832	972887
433	269872	973780
434	270889	974579
435	271799	974987
436	272433	974401
437	273349	974820
438	274022	974371
439	274805	974308
440	275519	974002
441	276492	974604
442	277239	974405
443	277841	973696
444	278395	972819
445	279017	972180
446	279614	971455
447	280360	971249
448	280817	970041
449	281442	969412
450	282083	968842
451	282715	968236
452	283326	967563
453	284025	967189
454	284684	966676
455	285446	966512
456	285941	965442
457	286545	964745
458	287097	963871
459	287550	962668
460	288087	961749
461	288612	960793
462	289155	959897
463	289728	959101
464	290288	958263
465	290823	957346
466	291244	956056
467	291631	954655
468	292089	953494
469	292534	952294
470	292938	950962
471	293462	950023
472	293997	949119
473	294508	948142
474	295030	947202
475	295481	946037
476	295940	944900
477	296326	943534
478	296737	942249
479	297150	940975
480	297570	939730
481	298012	938553
482	298464	937412
483	298932	936326
484	299426	935322
485	299909	934285
486	300506	933605
487	301148	933065
488	301641	932066
489	302082	930905
490	302663	930182
491	303355	929795
492	303819	928714
493	304375	927914
494	305088	927593
495	305668	926864
496	306283	926246
497	306818	925384
498	307346	924504
499	307875	923627
500	308373	922659
501	308873	921698
502	309391	920794
503	309899	919860
504	310571	919415
505	311353	919294
506	312095	919049
507	312694	918386
508	313347	917880
509	314086	917625
510	314705	917018
511	315271	916257
512	315696	915088
513	316249	914293
514	317222	914709
515	318330	915509
516	319312	915940
517	320276	916313
518	321199	916562
519	322189	916999
520	323193	917472
521	324131	917752
522	324873	917472
523	325673	917354
524	326517	917358
525	327239	917017
526	328014	916821
527	328764	916554
528	329906	917378
529	330847	917633
530	331800	917918
531	332827	918404
532	333780	918678
533	334673	918786
534	335562	918876
535	336281	918499
536	336991	918098
537	337747	917818
538	338801	918347
539	339705	918462
540	340529	918358
541	341497	918642
542	342110	917964
543	342800	917496
544	343659	917475
545	344368	917054
546	344972	916351
547	345576	915650
548	346161	914901
549	346630	913843
550	347173	912985
551	347742	912193
552	348267	911290
553	348691	910122
554	349197	909172
555	349644	908068
556	350024	906795
557	350436	905609
558	350877	904499
559	351308	903365
560	351835	902480
561	352443	901802
562	353411	902045
563	354037	901415
564	354780	901080
565	355432	900512
566	355964	899641
567	356677	899230
568	357401	898842
569	357994	898126
570	358598	897438
571	359305	897006
572	359878	896240
573	360633	895929
574	361307	895414
575	361841	894552
576	362461	893903
577	363200	893547
578	364088	893557
579	365064	893779
580	365726	893227
581	366204	892230
582	366779	891468
583	367527	891129
584	368158	890501
585	368877	890090
586	369618	889728
587	370241	889082
588	370803	888292
589	371390	887561
590	372034	886964
591	372503	885953
592	373064	885162
593	373666	884468
594	374319	883897
595	374832	882995
596	375279	881937
597	375975	881467
598	376524	880652
599	377263	880282
600	378203	880377
601	379306	880846
602	379894	880119
603	380596	879656
604	381191	878946
605	381722	878088
606	382132	876952
607	382659	876088
608	383234	875336
609	383907	874806
610	385136	875539
611	386105	875678
612	386808	875209
613	387459	874623
614	388001	873792
615	388546	872968
616	389098	872160
617	389612	871268
618	390146	870423
619	391100	870513
620	391708	869832
621	392301	869118
622	393126	868916
623	393967	868748
624	394823	868610
625	395995	869166
626	397087	869539
627	397972	869454
628	398778	869197
629	399530	868819
630	400314	868510
631	401173	868363
632	402024	868194
633	402920	868122
634	403748	867899
635	404706	867956
636	405691	868064
637	406694	868210
638	407648	868247
639	408515	868096
640	409311	867792
641	410155	867588
642	411094	867581
643	411991	867485
644	412543	866661
645	413223	866105
646	413992	865737
647	414585	864999
648	415374	864670
649	416343	864713
650	417135	864386
651	417928	864059
652	418466	863207
653	419010	862367
654	419645	861715
655	420250	861000
656	420886	860350
657	422142	860966
658	422939	860640
659	423745	860331
660	424567	860054
661	425289	859573
662	426297	859667
663	428114	861386
664	428752	860728
665	429587	860465
666	430136	859627
667	430647	858716
668	431531	858547
669	432356	858259
670	432829	857272
671	433226	856139
672	433831	855415
673	434272	854369
674	434796	853490
675	435306	852582
676	435773	851591
677	436363	850844
678	436908	850008
679	437356	848986
680	437814	847984
681	438283	847004
682	438751	846026
683	439167	844948
684	439641	843983
685	440079	842951
686	440513	841912
687	440921	840827
688	441325	839735
689	441854	838882
690	442981	839164
691	443746	838756
692	444400	838141
693	444859	837155
694	445590	836684
695	446051	835705
696	446902	835457
697	447486	834709
698	447910	833664
699	448311	832578
700	448729	831525
701	449126	830435
702	449535	829371
703	449962	828340
704	450356	827251
705	450774	826207
706	451169	825122
707	451560	824033
708	451943	822931
709	452361	821896
710	452722	820758
711	453185	819807
712	453574	818723
713	453921	817567
714	454376	816606
715	454752	815506
716	455123	814397
717	455530	813357
718	456012	812450
719	456505	811566
720	456945	810586
721	457427	809684
722	457858	808693
723	458277	807682
724	458682	806648
725	459081	805605
726	459514	804623
727	459933	803620
728	460404	802708
729	460817	801696
730	461247	800716
731	461691	799761
732	462109	798762
733	462530	797770
734	462941	796762
735	463387	795817
736	463807	794829
737	464224	793836
738	464656	792870
739	465072	791880
740	465490	790894
741	465914	789919
742	466378	789014
743	466850	788123
744	467309	787212
745	467791	786340
746	468190	785330
747	468626	784385
748	469003	783343
749	469392	782320
750	469816	781358
751	470192	780320
752	470666	779443
753	471078	778467
754	471458	777438
755	471908	776526
756	472255	775447
757	472664	774472
758	473095	773532
759	473509	772568
760	473936	771625
761	474351	770664
762	474760	769697
763	475190	768762
764	475632	767851
765	476067	766928
766	476519	766034
767	476984	765163
768	477455	764300
769	477937	763459
770	478517	762773
771	479121	762125
772	479589	761262
773	480056	760399
774	480522	759534
775	481006	758700
776	481467	757830
777	481913	756938
778	482407	756121
779	482868	755255
780	483319	754373
781	483899	753695
782	484474	753008
783	484983	752220
784	485494	751433
785	486032	750691
786	486578	749961
787	487335	749556
788	487891	748842
789	488639	748422
790	489256	747801
791	489749	746990
792	490207	746128
793	490602	745171
794	491035	744273
795	491483	743398
796	491919	742508
797	492340	741595
798	492807	740753
799	493249	739873
800	493682	738982
801	494154	738150
802	494599	737279
803	495039	736402
804	495477	735522
805	495925	734658
806	496388	733818
807	496855	732985
808	497341	732180
809	497771	731294
810	498210	730422
811	498678	729594
812	499186	728824
813	499706	728073
814	500153	727217
815	500551	726291
816	501020	725467
817	501432	724564
818	502048	723955
819	502609	723266
820	503076	722445
821	503525	721597
822	503981	720760
823	504497	720010
824	504922	719132
825	505347	718253
826	505782	717390
827	506210	716520
828	506658	715678
829	507063	714776
830	507507	713930
831	507957	713093
832	508405	712255
833	508885	711463
834	509330	710623
835	509854	709893
836	510248	708983
837	510697	708151
838	511103	707260
839	511514	706377
840	511938	705513
841	512373	704665
842	512786	703788
843	513216	702935
844	513660	702104
845	514082	701242
846	514491	700364
847	514899	699485
848	515299	698597
849	515698	697710
850	516159	696906
851	516602	696079
852	517018	695217
853	517399	694309
854	517811	693443
855	518281	692656
856	518683	691780
857	519171	691018
858	519648	690243
859	520197	689564
860	520651	688759
861	521121	687977
862	521584	687186
863	522056	686408
864	522571	685686
865	523078	684955
866	523658	684318
867	524205	683641
868	524686	682877
869	525115	682047
870	525585	681269
871	526019	680447
872	526474	679652
873	526892	678811
874	527359	678033
875	527746	677154
876	528162	676312
877	528581	675476
878	529011	674655
879	529523	673938
880	530024	673209
881	530527	672483
882	531028	671754
883	531395	670856
884	531843	670062
885	532232	669195
886	533016	668825
887	533450	668014
888	534027	667383
889	534597	666745
890	535269	666232
891	535901	665670
892	536712	665330
893	537386	664819
894	537894	664104
895	538588	663617
896	539317	663173
897	539973	662639
898	540799	662313
899	541938	662368
900	542938	662252
901	544097	662326
902	545074	662177
903	545939	661891
904	546593	661348
905	547120	660650
906	548030	660415
907	548677	659863
908	549360	659353
909	550192	659021
910	551310	659031
911	552164	658722
912	553027	658424
913	553832	658055
914	554492	657512
915	555175	656997
916	555913	656548
917	556616	656055
918	557483	655756
919	558294	655389
920	559094	655009
921	559831	654553
922	560487	654003
923	561195	653513
924	561844	652954
925	562481	652381
926	563007	651679
927	563662	651127
928	564230	650474
929	564976	650026
930	565505	649329
931	565982	648572
932	566540	647908
933	567120	647270
934	567713	646646
935	568378	646105
936	568861	645357
937	569357	644624
938	569788	643817
939	570315	643121
940	570894	642483
941	571500	641876
942	572079	641239
943	572695	640642
944	573159	639877
945	573620	639107
946	574200	638471
947	574794	637852
948	575493	637348
949	576068	636707
950	576545	635958
951	576975	635157
952	577442	634398
953	577948	633683
954	578339	632842
955	578741	632014
956	579156	631201
957	579552	630369
958	579962	629552
959	580409	628776
960	580863	628009
961	581304	627228
962	581755	626459
963	582316	625808
964	582747	625018
965	583124	624172
966	583531	623358
967	583921	622528
968	584345	621734
969	584747	620916
970	585139	620091
971	585576	619313
972	586004	618526
973	586421	617729
974	586814	616907
975	587245	616126
976	587676	615346
977	588112	614571
978	588542	613791
979	588953	612992
980	589394	612225
981	589808	611431
982	590226	610640
983	590739	609950
984	591270	609278
985	591721	608524
986	592189	607789
987	592637	607033
988	593017	606209
989	593442	605431
990	593856	604642
991	594279	603864
992	594704	603088
993	595074	602258
994	595473	601457
995	595924	600710
996	596334	599923
997	596728	599120
998	597108	598303
999	597528	597528
1000	597938	596743
1001	598354	595965
1002	598788	595206
1003	599230	594456
1004	599652	593685
1005	600072	592914
1006	600490	592142
1007	600946	591407
1008	601386	590657
1009	601937	590018
1010	602397	589289
1011	602820	588524
1012	603237	587754
1013	603650	586981
1014	604055	586201
1015	604509	585469
1016	604947	584723
1017	605385	583977
1018	605813	583222
1019	606238	582464
1020	606663	581707
1021	607079	580942
1022	607502	580185
1023	607864	579371
1024	608389	578711
1025	608792	577937
1026	609186	577155
1027	609586	576379
1028	609999	575616
1029	610454	574893
1030	610870	574135
1031	611326	573414
1032	611785	572697
1033	612322	572053
1034	612866	571416
1035	613348	570722
1036	613781	569981
1037	614217	569245
1038	614665	568520
1039	615122	567805
1040	615557	567069
1041	615917	566265
1042	616357	565536
1043	616736	564750
1044	617143	563992
1045	617554	563238
1046	618008	562523
1047	618438	561787
1048	618875	561058
1049	619242	560267
1050	619641	559505
1051	620070	558770
1052	620524	558059
1053	620913	557290
1054	621329	556546
1055	621789	555842
1056	622260	555148
1057	622781	554499
1058	623330	553875
1059	623795	553176
1060	624231	552453
1061	624708	551767
1062	625178	551074
1063	625632	550368
1064	626068	549646
1065	626489	548912
1066	626910	548179
1067	627355	547467
1068	627793	546750
1069	628219	546022
1070	628671	545317
1071	629093	544588
1072	629500	543845
1073	629917	543113
1074	630298	542350
1075	630739	541638
1076	631163	540913
1077	631618	540215
1078	632070	539515
1079	632566	538853
1080	633052	538182
1081	633452	537439
1082	633910	536746
1083	634334	536024
1084	634763	535307
1085	635223	534617
1086	635639	533890
1087	636047	533157
1088	636510	532471
1089	636937	531754
1090	637376	531049
1091	637789	530323
1092	638214	529607
1093	638749	528982
1094	639178	528271
1095	639548	527510
1096	639938	526768
1097	640327	526024
1098	640718	525284
1099	641121	524553
1100	641525	523825
1101	641964	523125
1102	642386	522412
1103	642847	521731
1104	643332	521070
1105	644296	520796
1106	644956	520276
1107	645347	519539
1108	645749	518812
1109	646166	518097
1110	646571	517373
1111	646996	516666
1112	647443	515977
1113	647795	515212
1114	648230	514515
1115	648614	513777
1116	649067	513094
1117	649525	512416
1118	649933	511699
1119	650357	510994
1120	650762	510276
1121	651189	509576
1122	651617	508876
1123	652059	508188
1124	652545	507535
1125	653029	506881
1126	653458	506183
1127	654014	505585
1128	654747	505123
1129	655164	504418
1130	655645	503762
1131	656144	503121
1132	656692	502517
1133	657247	501918
1134	657734	501269
1135	658196	500599
1136	658581	499873
1137	658950	499135
1138	659407	498463
1139	659752	497708
1140	660166	497005
1141	660554	496283
1142	660956	495573
1143	661361	494865
1144	661777	494165
1145	662176	493454
1146	662597	492759
1147	663019	492066
1148	663477	491400
1149	663944	490741
1150	664436	490101
1151	664897	489438
1152	665376	488789
1153	665854	488139
1154	666261	487438
1155	666641	486717
1156	667053	486020
1157	667457	485318
1158	667853	484611
1159	668256	483909
1160	668670	483216
1161	669064	482509
1162	669449	481796
1163	669846	481092
1164	670272	480410
1165	670667	479705
1166	671078	479013
1167	671454	478296
1168	671878	477613
1169	672296	476928
1170	672700	476233
1171	673114	475545
1172	673565	474883
1173	674042	474241
1174	674499	473584
1175	674990	472952
1176	675412	472272
1177	675777	471552
1178	676199	470873
1179	676561	470152
1180	676965	469462
1181	677353	468760
1182	677784	468089
1183	678155	467377
1184	678589	466709
1185	678947	465988
1186	679444	465364
1187	679851	464679
1188	680238	463980
1189	680637	463290
1190	681035	462601
1191	681454	461925
1192	681853	461237
1193	682256	460551
1194	682677	459878
1195	683071	459188
1196	683485	458512
1197	683877	457821
1198	684326	457168
1199	684805	456537
1200	685316	455926
1201	685838	455323
1202	686378	454732
1203	686783	454052
1204	687217	453392
1205	687682	452753
1206	688269	452193
1207	688829	451616
1208	689273	450964
1209	689707	450305
1210	690155	449655
1211	690579	448990
1212	691072	448370
1213	691524	447725
1214	691962	447070
1215	692551	446513
1216	692996	445863
1217	693404	445190
1218	694019	444650
1219	694704	444155
1220	695619	443806
1221	696493	443430
1222	697118	442895
1223	698092	442581
1224	699034	442246
1225	699764	441775
1226	700780	441486
1227	701747	441163
1228	702598	440767
1229	703513	440410
1230	704518	440109
1231	705536	439814
1232	706545	439513
1233	707331	439072
1234	708145	438648
1235	708785	438116
1236	709401	437569
1237	710097	437071
1238	710654	436487
1239	711566	436121
1240	712176	435569
1241	713051	435179
1242	713688	434643
1243	714387	434145
1244	715104	433657
1245	716021	433290
1246	717012	432967
1247	717926	432596
1248	719015	432330
1249	720062	432037
1250	720766	431538
1251	721835	431256
1252	722864	430949
1253	724111	430771
1254	725171	430480
1255	726259	430204
1256	727300	429900
1257	728328	429586
1258	729490	429350
1259	730433	428984
1260	731471	428673
1261	732397	428296
1262	733191	427839
1263	733945	427360
1264	734880	426986
1265	735590	426479
1266	736435	426051
1267	737428	425708
1268	738294	425290
1269	738908	424726
1270	739402	424094
1271	740199	423636
1272	740833	423083
1273	741588	422600
1274	742337	422113
1275	743082	421623
1276	744009	421236
1277	744802	420772
1278	745729	420383
1279	746284	419785
1280	747003	419278
1281	747638	418724
1282	748142	418096
1283	748697	417497
1284	749308	416930
1285	749835	416315
1286	750347	415693
1287	750800	415038
1288	751329	414426
1289	751810	413787
1290	752278	413141
1291	752680	412459
1292	753220	411853
1293	753784	411261
1294	754259	410619
1295	754696	409958
1296	755194	409330
1297	755672	408691
1298	756198	408079
1299	756729	407469
1300	757190	406822
1301	757763	406235
1302	758274	405615
1303	758756	404980
1304	759214	404332
1305	759621	403657
1306	760048	402994
1307	760410	402296
1308	760845	401637
1309	761266	400972
1310	761695	400311
1311	762077	399626
1312	762482	398953
1313	762872	398273
1314	763268	397596
1315	763813	396997
1316	764243	396338
1317	764747	395719
1318	765179	395062
1319	765714	394459
1320	766144	393801
1321	766595	393155
1322	767122	392548
1323	767628	391931
1324	768196	391345
1325	768930	390844
1326	769396	390206
1327	769832	389553
1328	770282	388908
1329	770749	388272
1330	771172	387614
1331	771624	386970
1332	772110	386344
1333	772553	385697
1334	772949	385027
1335	773381	384375
1336	773811	383722
1337	774240	383069
1338	774637	382401
1339	775163	381796
1340	775696	381196
1341	776334	380647
1342	776815	380020
1343	777387	379439
1344	777918	378837
1345	778423	378223
1346	779038	377662
1347	779537	377046
1348	779937	376382
1349	780415	375755
1350	780890	375127
1351	781372	374503
1352	781848	373877
1353	782235	373208
1354	782680	372567
1355	783104	371916
1356	783540	371272
1357	783939	370610
1358	784392	369974
1359	784827	369330
1360	785261	368686
1361	785705	368047
1362	786128	367398
1363	786578	366762
1364	787013	366119
1365	787492	365497
1366	787964	364873
1367	788463	364260
1368	789049	363689
1369	789510	363059
1370	789920	362407
1371	790336	361757
1372	790776	361119
1373	791194	360471
1374	791668	359849
1375	792099	359208
1376	792455	358532
1377	792752	357831
1378	793032	357123
1379	793343	356429
1380	793688	355751
1381	793977	355049
1382	794305	354364
1383	794624	353676
1384	794944	352989
1385	795405	352365
1386	795860	351739
1387	796318	351114
1388	796762	350483
1389	797300	349894
1390	797785	349282
1391	798311	348687
1392	799103	348209
1393	799911	347737
1394	800475	347159
1395	800927	346532
1396	801374	345904
1397	801855	345291
1398	802372	344693
1399	802910	344104
1400	803475	343527
1401	804002	342933
1402	804497	342326
1403	805419	341901
1404	806297	341456
1405	806946	340914
1406	807561	340358
1407	808293	339850
1408	809076	339364
1409	810006	338939
1410	811088	338576
1411	811866	338086
1412	812489	337531
1413	813433	337108
1414	814228	336624
1415	814741	336023
1416	815225	335410
1417	815767	334821
1418	816380	334261
1419	816825	333633
1420	817231	332988
1421	817620	332338
1422	818100	331724
1423	818593	331116
1424	819029	330485
1425	819552	329890
1426	820066	329291
1427	820618	328707
1428	821055	328077
1429	821501	327451
1430	821997	326845
1431	822408	326206
1432	822877	325590
1433	823286	324951
1434	823711	324318
1435	824126	323681
1436	824540	323045
1437	824971	322415
1438	825391	321782
1439	825833	321157
1440	826274	320532
1441	826668	319889
1442	827056	319245
1443	827462	318607
1444	827895	317980
1445	828284	317337
1446	828724	316713
1447	829187	316099
1448	829665	315490
1449	830238	314918
1450	830845	314358
1451	831287	313736
1452	831742	313119
1453	832268	312529
1454	832897	311978
1455	833333	311355
1456	833768	310731
1457	834216	310113
1458	834628	309482
1459	835166	308897
1460	835642	308289
1461	836176	307703
1462	836730	307125
1463	837247	306533
1464	837811	305958
1465	838241	305334
1466	838811	304762
1467	839310	304164
1468	839813	303567
1469	840328	302975
1470	840841	302382
1471	841353	301789
1472	841808	301176
1473	842230	300551
1474	842680	299937
1475	843101	299312
1476	843536	298692
1477	844012	298088
1478	844464	297475
1479	844906	296859
1480	845294	296223
1481	845703	295596
1482	846106	294967
1483	846552	294353
1484	846996	293739
1485	847423	293119
1486	847873	292507
1487	848322	291895
1488	848754	291278
1489	849183	290660
1490	849670	290061
1491	850229	289488
1492	850836	288931
1493	851334	288336
1494	851822	287739
1495	852254	287123
1496	852697	286510
1497	853172	285909
1498	853627	285301
1499	854095	284698
1500	854515	284079
1501	855000	283482
1502	855403	282857
1503	855838	282244
1504	856215	281612
1505	856678	281008
1506	857094	280389
1507	857535	279779
1508	857964	279165
1509	858421	278560
1510	858856	277949
1511	859348	277355
1512	859823	276757
1513	860308	276162
1514	860846	275584
1515	861287	274975
1516	861689	274354
1517	862106	273738
1518	862535	273126
1519	862983	272520
1520	863403	271906
1521	863806	271287
1522	864247	270680
1523	864671	270068
1524	865114	269461
1525	865587	268865
1526	866034	268260
1527	866506	267664
1528	867000	267074
1529	867468	266477
1530	867878	265862
1531	868297	265250
1532	868710	264636
1533	869182	264041
1534	869694	263457
1535	870306	262905
1536	870955	262363
1537	871465	261779
1538	871889	261170
1539	872347	260571
1540	872811	259974
1541	873203	259356
1542	873639	258751
1543	874083	258149
1544	874542	257551
1545	875008	256955
1546	875447	256352
1547	875933	255763
1548	876390	255166
1549	876905	254585
1550	877441	254011
1551	877965	253433
1552	878490	252855
1553	878982	252269
1554	879486	251685
1555	879992	251103
1556	880529	250529
1557	881022	249943
1558	881473	249345
1559	881953	248756
1560	882457	248173
1561	882962	247591
1562	883606	247047
1563	884401	246546
1564	885027	245998
1565	885633	245443
1566	886307	244908
1567	887077	244398
1568	887815	243880
1569	888588	243371
1570	889259	242834
1571	889858	242277
1572	890455	241719
1573	891235	241211
1574	891865	240662
1575	892625	240147
1576	893340	239621
1577	894101	239107
1578	894720	238554
1579	895624	238077
1580	896507	237594
1581	897224	237066
1582	897891	236526
1583	898637	236005
1584	899415	235493
1585	900192	234980
1586	901022	234481
1587	902198	234071
1588	903204	233616
1589	903871	233073
1590	904581	232541
1591	905212	231989
1592	905854	231439
1593	906490	230887
1594	907108	230331
1595	907814	229797
1596	908390	229230
1597	909057	228686
1598	909750	228148
1599	910354	227588
1600	911042	227049
1601	911655	226491
1602	912391	225963
1603	913066	225420
1604	913693	224865
1605	914350	224317
1606	915118	223796
1607	915756	223244
1608	916381	222688
1609	917036	222139
1610	917740	221602
1611	918415	221057
1612	919034	220499
1613	919598	219928
1614	920222	219371
1615	920904	218828
1616	921508	218267
1617	922157	217715
1618	922734	217147
