iter	RMSE
344	5.859916194
345	5.859669243
346	5.857555612
347	5.855957748
348	5.855702493
349	5.852908886
350	5.850658163
351	5.847890015
352	5.84649294
353	5.844083155
354	5.841521528
355	5.83936431
356	5.839110259
357	5.838857729
358	5.838467185
359	5.838215812
360	5.836164651
361	5.835914813
362	5.834454608
363	5.833031812
364	5.831860493
365	5.829779953
366	5.829531173
367	5.82928329
368	5.829036668
369	5.82700827
370	5.826762808
371	5.825735286
372	5.82381842
373	5.822451997
374	5.822207814
375	5.821964929
376	5.821722792
377	5.820148149
378	5.818551625
379	5.818176442
380	5.817934974
381	5.817694866
382	5.816327656
383	5.816088482
384	5.815850365
385	5.81527127
386	5.813935502
387	5.812411226
388	5.811145918
389	5.810908428
390	5.810678539
391	5.809338277
392	5.809102158
393	5.806738983
394	5.806504523
395	5.805025074
396	5.802870957
397	5.802637366
398	5.80240496
399	5.801062562
400	5.799887534
401	5.799654999
402	5.799424301
403	5.799201729
404	5.796363851
405	5.795147593
406	5.794171515
407	5.793942722
408	5.79285435
409	5.791408119
410	5.790146405
411	5.789918455
412	5.787798645
413	5.786576029
414	5.786348572
415	5.78612216
416	5.784538848
417	5.782283691
418	5.782065423
419	5.78125203
420	5.781027423
421	5.78080361
422	5.780580559
423	5.78035823
424	5.778650291
425	5.778428299
426	5.778085155
427	5.777668864
428	5.776286578
429	5.776065743
430	5.775853414
431	5.775634498
432	5.773401219
433	5.773183029
434	5.771793947
435	5.770416756
436	5.769235273
437	5.767582106
438	5.767364233
439	5.76714688
440	5.766937956
441	5.764444934
442	5.764076781
443	5.763861259
444	5.763595531
445	5.762637958
446	5.761335722
447	5.759091525
448	5.758876309
449	5.758662021
450	5.758448392
451	5.756859512
452	5.756646577
453	5.756434056
454	5.755171033
455	5.75496691
456	5.754755814
457	5.75236181
458	5.752152168
459	5.751942974
460	5.751669582
461	5.750196052
462	5.749117734
463	5.746526888
464	5.745275298
465	5.744392211
466	5.744062196
467	5.743779004
468	5.742036781
469	5.741716295
470	5.740728633
471	5.739244907
472	5.739035458
473	5.738835291
474	5.738627782
475	5.737060097
476	5.735584635
477	5.735377583
478	5.733919461
479	5.73360909
480	5.733267696
481	5.732255883
482	5.732049703
483	5.731851524
484	5.73071119
485	5.730517885
486	5.730313576
487	5.730110197
488	5.728801886
489	5.72859869
490	5.726698221
491	5.724133766
492	5.723930623
493	5.722565777
494	5.722363479
495	5.720428497
496	5.718979937
497	5.718777364
498	5.717152507
499	5.715850737
500	5.715533932
501	5.715335663
502	5.713951419
503	5.713750036
504	5.71169822
505	5.711497428
506	5.710158494
507	5.709958341
508	5.709304474
509	5.709105545
510	5.708166396
511	5.706889585
512	5.706698653
513	5.706500404
514	5.705382438
515	5.704245777
516	5.702802713
517	5.700614937
518	5.700422099
519	5.700224841
520	5.698877605
521	5.69868033
522	5.697342602
523	5.697146176
524	5.696950303
525	5.696755412
526	5.696492509
527	5.695523762
528	5.693492863
529	5.691348535
530	5.690040094
531	5.68827132
532	5.688076531
533	5.686116895
534	5.685922495
535	5.684577324
536	5.682975899
537	5.682781805
538	5.681711395
539	5.680292821
540	5.678629457
541	5.677418896
542	5.677233697
543	5.677040649
544	5.67685584
545	5.676679015
546	5.676379363
547	5.674673746
548	5.673812133
549	5.673456122
550	5.67326439
551	5.671144052
552	5.670952948
553	5.670765632
554	5.669674194
555	5.669484257
556	5.669294792
557	5.667765215
558	5.666637362
559	5.665282529
560	5.665044626
561	5.66352584
562	5.662206404
563	5.662023194
564	5.661854992
565	5.660704022
566	5.660532216
567	5.660351317
568	5.66005844
569	5.659870576
570	5.659683326
571	5.658090935
572	5.657903892
573	5.657722843
574	5.65640152
575	5.655403251
576	5.654769621
577	5.654583358
578	5.654295313
579	5.653367215
580	5.65318807
581	5.653002709
582	5.65281791
583	5.651456764
584	5.650387309
585	5.650213003
586	5.650029061
587	5.649708649
588	5.64842169
589	5.648238085
590	5.648060659
591	5.647878183
592	5.647702992
593	5.646760392
594	5.645539831
595	5.643904184
596	5.643722079
597	5.642433824
598	5.64214836
599	5.641966528
600	5.641791969
601	5.640702397
602	5.640442448
603	5.637721842
604	5.63675379
605	5.636583227
606	5.636402584
607	5.636222319
608	5.636048326
609	5.635252887
610	5.63392854
611	5.632599757
612	5.632421453
613	5.631184756
614	5.631016791
615	5.630785867
616	5.630483799
617	5.630211702
618	5.630016043
619	5.629734528
620	5.628374878
621	5.627129043
622	5.625720906
623	5.624034029
624	5.6238553
625	5.622421078
626	5.622241982
627	5.622075026
628	5.620924795
629	5.620753928
630	5.620576488
631	5.620405555
632	5.620146667
633	5.618139819
634	5.617864687
635	5.616083875
636	5.614749724
637	5.614533854
638	5.614292626
639	5.614115032
640	5.61328242
641	5.613105701
642	5.612929083
643	5.611547213
644	5.610908829
645	5.610574115
646	5.610420055
647	5.610243937
648	5.610068305
649	5.608653617
650	5.608484888
651	5.607338814
652	5.60716413
653	5.605423969
654	5.604319249
655	5.604144555
656	5.603099048
657	5.602412692
658	5.602238239
659	5.600798931
660	5.59855333
661	5.598379271
662	5.598133078
663	5.597119217
664	5.596959221
665	5.596797067
666	5.596623772
667	5.596456798
668	5.596284198
669	5.595381833
670	5.595215669
671	5.595043419
672	5.5935131
673	5.593340928
674	5.593169223
675	5.592099221
676	5.591928078
677	5.590878856
678	5.590708001
679	5.590544578
680	5.590381303
681	5.590211398
682	5.589813603
683	5.589650745
684	5.587909195
685	5.587740001
686	5.587580674
687	5.587411867
688	5.586928888
689	5.586689914
690	5.586528422
691	5.586359993
692	5.585262094
693	5.584876521
694	5.584628378
695	5.583673841
696	5.583505517
697	5.582827789
698	5.58265971
699	5.582428136
700	5.582267069
701	5.582106436
702	5.581939207
703	5.581782465
704	5.581615908
705	5.580586117
706	5.579282452
707	5.579115995
708	5.578949838
709	5.578280763
710	5.578114975
711	5.576739897
712	5.576461233
713	5.576302598
714	5.575014977
715	5.57485634
716	5.574691343
717	5.574533077
718	5.573150593
719	5.572985758
720	5.572143052
721	5.571978715
722	5.57181453
723	5.57157397
724	5.571409993
725	5.571157655
726	5.569785886
727	5.569264539
728	5.568304274
729	5.568146448
730	5.567116184
731	5.566378978
732	5.565510788
733	5.564088307
734	5.563924681
735	5.563006619
736	5.562843399
737	5.562680416
738	5.562517729
739	5.562355315
740	5.562199783
741	5.560543316
742	5.560391385
743	5.560185213
744	5.560023639
745	5.559869
746	5.559718273
747	5.558787455
748	5.558636937
749	5.558476358
750	5.558321976
751	5.558161772
752	5.55714612
753	5.556986299
754	5.556833572
755	5.555105758
756	5.554949106
757	5.554709249
758	5.554522134
759	5.554369335
760	5.553132811
761	5.552973486
762	5.552743094
763	5.552584017
764	5.551827922
765	5.551669111
766	5.550472627
767	5.550314096
768	5.550162321
769	5.550004491
770	5.54979982
771	5.54964188
772	5.549484098
773	5.548635981
774	5.548484931
775	5.547485951
776	5.547335239
777	5.546191991
778	5.544249876
779	5.544092408
780	5.543935517
781	5.543778831
782	5.543622438
783	5.542412878
784	5.542256782
785	5.540786564
786	5.539636388
787	5.538132244
788	5.537975747
789	5.53670017
790	5.5359156
791	5.535769839
792	5.534300386
793	5.534144534
794	5.533909784
795	5.5337614
796	5.532480037
797	5.532331149
798	5.53058825
799	5.529422237
800	5.52927322
801	5.528351715
802	5.528196536
803	5.527208245
804	5.526111816
805	5.525218787
806	5.525063723
807	5.524909109
808	5.523784225
809	5.523547981
810	5.523393755
811	5.523176461
812	5.523022495
813	5.52287615
814	5.522722481
815	5.521895813
816	5.520922643
817	5.520769005
818	5.519618525
819	5.519411662
820	5.519258379
821	5.518718215
822	5.517522303
823	5.517369122
824	5.517216258
825	5.517063746
826	5.516221697
827	5.516073033
828	5.515920965
829	5.515769019
830	5.515389671
831	5.515237932
832	5.514110713
833	5.513536203
834	5.513389267
835	5.513237944
836	5.512677642
837	5.512526683
838	5.512304504
839	5.512153712
840	5.512000549
841	5.511849965
842	5.51164918
843	5.511065047
844	5.51009147
845	5.509940438
846	5.509790095
847	5.509646014
848	5.508718952
849	5.508200041
850	5.506960189
851	5.505683479
852	5.504542229
853	5.504391987
854	5.504246189
855	5.503315217
856	5.503165622
857	5.50195503
858	5.501381199
859	5.501231789
860	5.501082775
861	5.500933709
862	5.500784897
863	5.500642594
864	5.498949305
865	5.497987172
866	5.497843436
867	5.497694999
868	5.497546921
869	5.49739914
870	5.496600514
871	5.495907929
872	5.494745608
873	5.493587383
874	5.492889735
875	5.491956453
876	5.491816395
877	5.491538503
878	5.491390725
879	5.491227992
880	5.490965225
881	5.490817697
882	5.488918383
883	5.48877895
884	5.488632043
885	5.488411039
886	5.488020537
887	5.487873667
888	5.487660491
889	5.487513633
890	5.487371124
891	5.486550974
892	5.48640442
893	5.484383903
894	5.484236874
895	5.483276677
896	5.482942409
897	5.482192757
