iter	RMSE
0	14.95444578
1	14.72586584
2	14.55708594
3	14.44831829
4	14.37919195
5	14.33251178
6	14.30068045
7	14.27364678
8	14.25605031
9	14.23795186
10	14.22559949
11	14.21397129
12	14.20612239
13	14.19897213
14	14.19171002
15	14.18512001
16	14.17899572
17	14.17424019
18	14.17012882
19	14.16611863
20	14.16095625
21	14.15803982
22	14.15443148
23	14.1500406
24	14.14689205
25	14.14439673
26	14.14325985
27	14.14069657
28	14.13610816
29	14.13224452
30	14.12957135
31	14.12564388
32	14.12421403
33	14.12122868
34	14.11854288
35	14.11627431
36	14.11214294
37	14.11036705
38	14.10866188
39	14.10705957
40	14.10573931
41	14.10253337
42	14.10093284
43	14.09914125
44	14.09655394
45	14.09438238
46	14.09256205
47	14.09017018
48	14.08656892
49	14.08319641
50	14.08054077
51	14.07713832
52	14.07534759
53	14.07380949
54	14.07087048
55	14.06780657
56	14.06505498
57	14.06172711
58	14.05794155
59	14.05604494
60	14.05225541
61	14.04905003
62	14.04359587
63	14.04179816
64	14.03704702
65	14.03533151
66	14.03303724
67	14.02997377
68	14.02683163
69	14.0254226
70	14.02114888
71	14.01901543
72	14.01558551
73	14.01262128
74	14.01107773
75	14.00787388
76	14.0045633
77	14.00244455
78	14.0003729
79	13.9988912
80	13.99788432
81	13.99525913
82	13.99238408
83	13.99034205
84	13.98869574
85	13.98821292
86	13.98713462
87	13.98667422
88	13.98432522
89	13.98151675
90	13.97964487
91	13.97565562
92	13.97326146
93	13.9692386
94	13.96780085
95	13.96529574
96	13.96485924
97	13.96397445
98	13.96228377
99	13.96086551
100	13.95946233
101	13.95908926
102	13.95775219
103	13.95684065
104	13.95549877
105	13.95392658
106	13.95197019
107	13.95044001
108	13.94712554
109	13.94553548
110	13.94448374
111	13.94162714
112	13.94124238
113	13.94043365
114	13.93759186
115	13.93576932
116	13.93312954
117	13.93275934
118	13.92869273
119	13.92762142
120	13.92681916
121	13.92525668
122	13.92404285
123	13.92297788
124	13.92047924
125	13.91700977
126	13.91497662
127	13.91247706
128	13.90870764
129	13.9071063
130	13.90564884
131	13.9040927
132	13.90116967
133	13.90083795
134	13.89908722
135	13.89703546
136	13.89441969
137	13.89115173
138	13.88797165
139	13.8863473
140	13.88550413
141	13.88370183
142	13.88276654
143	13.8798255
144	13.87575039
145	13.87335129
146	13.87167511
147	13.86892458
148	13.86775715
149	13.86518953
150	13.86425058
151	13.86391069
152	13.86193287
153	13.86080076
154	13.85857831
155	13.85707308
156	13.85426583
157	13.85213616
158	13.85122635
159	13.84905902
160	13.84841989
161	13.84612286
162	13.84418365
163	13.84288139
164	13.84157336
165	13.83986597
166	13.83925988
167	13.83859021
168	13.83779032
169	13.83711022
170	13.83603743
171	13.83186062
172	13.83126009
173	13.83002746
174	13.8284146
175	13.82796573
176	13.82573977
177	13.82337545
178	13.82262704
179	13.82192365
180	13.81945635
181	13.81851982
182	13.81582942
183	13.81373861
184	13.81183386
185	13.81014256
186	13.80756707
187	13.80685313
188	13.80594576
189	13.80541027
190	13.80387543
191	13.80337192	13.80190786
193	13.80125486
194	13.79920715
195	13.79866876
196	13.79793149
197	13.79659551
198	13.79540037
199	13.79242516
200	13.79172224
201	13.79145565
202	13.79061718
203	13.78916021
204	13.78860138
205	13.78835229
206	13.78764907
207	13.78677558
208	13.78650571
209	13.78460544
210	13.7824894
211	13.78086993
212	13.78029965
213	13.77842371
214	13.77718625
215	13.77660228
216	13.77596861
217	13.77541657
218	13.77364872
219	13.77135983
220	13.7703224
221	13.76925653
222	13.76880174
223	13.76730836
224	13.76524173
225	13.76365014
226	13.76235231
227	13.76136328
228	13.7606102
229	13.76007533
230	13.7591604
231	13.75767002
232	13.7569441
233	13.75578603
234	13.7551628
235	13.75494088
236	13.75432355
237	13.75298074
238	13.75120881
239	13.7505143
240	13.74817862
241	13.74552075
242	13.74516776
243	13.74434286
244	13.74364996
245	13.74325362
246	13.74238851
247	13.74125333
248	13.73836423
249	13.73799699
250	13.7374381
251	13.73628709
252	13.73598135
253	13.73562724
254	13.73523588
255	13.73472867
256	13.73300921
257	13.73248426
258	13.73105083
259	13.73069948
260	13.72854215
261	13.72783323
262	13.72634594
263	13.72461975
264	13.7219066
265	13.72112969
266	13.72014908
267	13.71888388
268	13.71847282
269	13.7171018
270	13.71638272
271	13.71551161
272	13.71505142
273	13.7138813
274	13.71301588
275	13.71137493
276	13.71060228
277	13.71032102
278	13.70909444
279	13.70718194
280	13.70695506
281	13.70656115
282	13.70600835
283	13.70411641
284	13.70344099
285	13.7022472
286	13.70185412
287	13.7014235
288	13.70065341
289	13.70008825
290	13.69885107
291	13.69853684
292	13.69791111
293	13.69685317
294	13.69533875
295	13.69405417
296	13.69385308
297	13.69345866
298	13.69252223
299	13.69137761
300	13.69014772
68521858
301	13.68470027
302	13.68385743
303	13.68332294

305	13.65585415
306	13.6556594
307	13.65468948
308	13.65436927
309	13.65358158
310	13.65276281
311	13.65215572
312	13.65182385
313	13.65119572
314	13.64939484
315	13.64869867
4674
316	13.86213466
317	13.86176049
318	13.86135968
319	13.86123516
320	13.85887234
321	13.85839086
322	13.85788372
323	13.85742498
324	13.85637753
325	13.8555436
326	13.85510851
327	13.85328	14.328	13.85329	14329	13.852330	14330	13.851331	14331	13.85040499
332	13.84953028
333	13.848334	14334	13.847335	1335	13.8472336	1336	13.8469337	1337	13.8466338	1338	13.8463339	1339	13.8460340	1340	13.8450341	1341	13.8441342	342	13.84319343	14.17260464
344	14.17225984
345	14.17192315
346	14.17153183
347	14.17129808
348	14.17105682
349	14.17076918
350	14.17051321
351	14.17024764
352	14.16993049
353	14.16976078
354	14.16949193
355	14.16929293
356	14.16902623
357	14.16879744
358	14.16854302
359	14.16826849
360	14.16801997
361	361	13.83100362	362	13.83014363	363	13.83002364	364	13.82909365	365	13.82826366	366	13.8273367	1367	13.8270368	1368	13.8258369	1369	13.8247370	1370	13.8244371	1371	13.8242372	14.1646698
373	14.16444617
374	14374	13.82375	14375	13.821376	14376	13.821377	1377	13.8204378	1378	13.8200379	14.16300232
380	14.16278475
381	14.16250074
382	14.16231472
383	14.16193611
384	14.16174481
385	14.16146524
386	14.16124492
387	14.16097898
388	14.16075237
389	14.16051751
390	14.16027699
391	14.16005987
392	14.15983269
393	14.15959669
394	14.15937862
395	14.15916962
396	14.1589426
397	14.15862962
398	14.15838309
399	14.15811745
400	14.15789714
401	14.15769048
402	14.15742354
403	14.15714614
404	14.15697461
405	14.15670225
406	14.15653691
407	14.15626617
408	14.1560176
409	14.15576668
410	14.15556527
411	14.1553613
412	14.15513258
413	14.15494834
414	14.15465585
415	14.15442874
416	14.15409072
417	14.1538539
418	14.15364993
419	14.15347875
420	14.15328433
421	14.15299986
422	14.15264957
423	14.15246592
424	14.15231023
425	14.15202534
426	14.15175443
427	14.15153814
428	14.15132182
938369
429	13.78846588
430	13.78732837
431	13.78712394
432	13.78639084
433	13.78621899
434	13.78602071
435	13.78529978
436	13.78430319
437	13.78352624
438	13.78314317
439	13.78159659
440	13.78133501
441	13.78106475
442	13.78053855
443	13.78009756
444	13.77946866
445	13.77914358
446	13.7428981
447	13.74257211
448	13.74230352
449	13.74203732
450	13.74191346
451	13.74126994
452	13.74080603
.16093226
455	14.16078676
456	14.16060472
457	14.16034772
458	14.16015445
459	14.16001201
460	14.15983434
461	14.15964947
462	14.15943262
463	14.1592711
464	14.15918033
465	14.15894119
466	14.15879927
467	14.15856862
468	14.15837709
469	14.15824157
470	14.15799203
471	14.15783602
472	14.15760376
473	14.1574606
474	14.15727031
475	14.15708321
476	14.1569233
477	14.15673891
478	14.15657278
479	14.15637672
480	14.15612403
481	14.15597327
482	14.15579838
483	14.15561678
484	14.1554433
485	14.15528516
486	14.15504617
487	14.15481432
488	14.15461124
489	14.1544232
490	14.15428524
491	14.15412311
492	14.15386966
493	14.15369231
494	14.15352281
495	14.15334939
496	14.15309726
497	14.15285593
498	14.1527009
499	14.1525427
500	14.15239041
501	14.15224416
502	14.15205459
503	14.1519197
504	14.15178753
505	14.15160981
506	14.15142815
507	14.15123533
508	14.15104713
509	14.15091662
510	14.15076215
511	14.1505806
512	14.15041452
513	14.15022267
514	14.15002813
515	14.14984298
516	14.14965762
16	13.72900347
517	13.72878979
518	13.72869863
519	13.72834817
520	13.72749819
521	13.72705828
522	13.72629053
523	13.72568056
524	13.7253871
525	13.72528012
526	13.72441103
527	13.7237336
528	13.72351285
529	13.72332097
530	13.72299792
531	13.72279854
532	13.72237472
533	13.72173723
534	13.72066187
535	13.71951558
536	13.71930292
537	13.71900608
538	13.71792816
539	13.71728004
540	13.71621235
541	13.7154233
542	13.71471179
543	13.71438072
544	13.71360631
545	13.71321773
546	13.71305556
547	13.71202418
548	13.71182105
549	13.71153838
550	13.71091432
551	13.71009334
552	13.70987474
553	13.7089041
554	13.70863409
555	13.43486077
556	13.43461791
557	13.43440859
558	13.43350797
559	13.43323405
560	13.43304914
561	13.43166656
562	13.43146433
563	13.43110632
564	13.43071354
565	13.4305566	1566	13.4303567	13.46214797
568	13.46157599
569	13.46138236
570	13.46113528
571	13.46087105
572	13.46000402
573	13.45986879
574	13.45957733
575	13.45898745
576	13.45859854
577	13.4578184
578	13.45764405
579	13.45689515
447
.11584776
580	14.11563725
581	14.11542485
582	14.115277
583	14.11518882
584	14.11502768
585	14.11490335
586	14.1146981
587	14.11447128
588	14.11422511
589	14.11406337
36
591	13.44782068
592	13.44754218
593	13.44691452
594	13.44664284
595	13.44642384
596	13.4461416
597	13.44588612
598	13.44505593
599	13.44491217
600	13.44395891
601	13.44380092
602	13.44363054
603	13.4433067
604	13.44312941
605	13.44300084
606	13.44194296
607	13.44112205
608	13.4408184
609	13.44018684
610	13.43936457
