iter	Passed	Remaining
143	34137	439992
144	34372	439726
145	34609	439490
146	34825	438987
147	35073	438892
148	35293	438445
149	35527	438178
150	35766	437961
151	35997	437648
152	36211	437146
153	36429	436682
154	36645	436201
155	36881	435959
156	37117	435718
157	37338	435299
158	37567	434981
159	37807	434780
160	38044	434562
161	38262	434118
162	38503	433933
163	38734	433637
164	38974	433440
165	39205	433155
166	39450	433015
167	39727	433217
168	39968	433026
169	40210	432854
170	40455	432704
171	40692	432480
172	40933	432290
173	41172	432079
174	41393	431675
175	41637	431516
176	41864	431183
177	42116	431104
178	42361	430950
179	42590	430638
180	42812	430254
181	43034	429872
182	43276	429694
183	43504	429368
184	43720	428937
185	43935	428491
186	44158	428126
187	44412	428065
188	44642	427760
189	44868	427429
190	45088	427039
191	45305	426626
192	45535	426332
193	45773	426120
194	46004	425834
195	46237	425575
196	46472	425330
197	46689	424921
198	46905	424503
199	47119	424073
200	47336	423676
201	47574	423461
202	47799	423131
203	48030	422857
204	48310	423014
205	48536	422690
206	48773	422470
207	48996	422126
208	49219	421784
209	49453	421530
210	49690	421311
211	49900	420857
212	50119	420483
213	50335	420085
214	50550	419683
215	50771	419333
216	51032	419315
217	51260	419017
218	51489	418733
219	51726	418514
220	51953	418212
221	52187	417973
222	52421	417726
223	52704	417871
224	52938	417627
225	53186	417492
226	53456	417529
227	53709	417426
228	53935	417114
229	54151	416732
230	54365	416334
231	54622	416259
232	54870	416117
233	55109	415913
234	55358	415780
235	55596	415559
236	55842	415404
237	56060	415035
238	56286	414726
239	56509	414402
240	56740	414136
241	56972	413874
242	57215	413693
243	57435	413344
244	57665	413072
245	57890	412762
246	58118	412478
247	58338	412135
248	58543	411683
249	58762	411338
250	58983	411002
251	59219	410777
252	59455	410551
253	59680	410243
254	59894	409863
255	60127	409619
256	60348	409289
257	60583	409053
258	60805	408732
259	61024	408397
260	61252	408113
261	61478	407825
262	61707	407551
263	61933	407261
264	62205	407269
265	62446	407079
266	62672	406784
267	62919	406628
268	63163	406451
269	63384	406130
270	63613	405860
271	63848	405626
272	64086	405409
273	64314	405137
274	64583	405117
275	64864	405168
276	65108	404987
277	65344	404759
278	65564	404429
279	65800	404205
280	66026	403913
281	66245	403581
282	66472	403298
283	66699	403014
284	66922	402710
285	67174	402579
286	67416	402385
287	67643	402105
288	67889	401936
289	68125	401706
290	68350	401409
291	68587	401187
292	68812	400895
293	69031	400572
294	69264	400323
295	69493	400056
296	69716	399756
297	69930	399404
298	70171	399202
299	70388	398868
300	70623	398634
301	70859	398406
302	71120	398323
303	71390	398286
304	71670	398302
305	71911	398099
306	72148	397874
307	72394	397701
308	72634	397494
309	72866	397238
310	73105	397028
311	73361	396905
312	73591	396641
313	73821	396379
314	74069	396213
315	74313	396024
316	74541	395751
317	74764	395452
318	75008	395265
319	75227	394946
320	75471	394756
321	75697	394475
322	75909	394119
323	76138	393851
324	76367	393586
325	76597	393325
326	76827	393066
327	77050	392771
328	77280	392508
329	77519	392295
330	77758	392080
331	77984	391799
332	78217	391557
333	78435	391236
334	78649	390900
335	78878	390636
336	79088	390280
337	79301	389937
338	79534	389694
339	79765	389444
340	79987	389145
341	80198	388800
342	80427	388539
343	80635	388177
344	80879	387987
345	81105	387710
346	81327	387421
347	81560	387178
348	81787	386907
349	82014	386638
350	82252	386424
351	82467	386100
352	82690	385812
353	82917	385541
354	83139	385251
355	83367	384989
356	83591	384709
357	83819	384446
358	84046	384177
359	84281	383949
360	84510	383693
361	84720	383350
362	84969	383181
363	85197	382919
364	85414	382608
365	85637	382327
366	85857	382029
367	86100	381836
368	86334	381602
369	86545	381268
370	86759	380948
371	86980	380657
372	87207	380393
373	87446	380182
374	87667	379894
375	87888	379604
376	88106	379300
377	88343	379084
378	88571	378824
379	88792	378537
380	89022	378288
381	89251	378033
382	89484	377796
383	89718	377563
384	89936	377264
385	90163	377005
386	90384	376718
387	90614	376471
388	90850	376247
389	91093	376053
390	91324	375808
391	91555	375563
392	91783	375308
393	92012	375057
394	92241	374803
395	92478	374586
396	92738	374459
397	92958	374171
398	93182	373898
399	93414	373657
400	93650	373432
401	93894	373241
402	94110	372940
403	94352	372737
404	94575	372463
405	94812	372244
406	95053	372041
407	95303	371872
408	95531	371616
409	95777	371431
410	96011	371195
411	96254	371001
412	96489	370770
413	96715	370509
414	96941	370245
415	97186	370054
416	97423	369834
417	97648	369571
418	97891	369372
419	98111	369086
420	98362	368917
421	98586	368649
422	98826	368438
423	99056	368190
424	99306	368017
425	99536	367771
426	99764	367514
427	100001	367296
428	100225	367027
429	100463	366808
430	100692	366558
431	100920	366305
432	101161	366098
433	101408	365911
434	101648	365702
435	101878	365455
436	102100	365178
437	102344	364980
438	102589	364788
439	102832	364587
440	103065	364351
441	103314	364173
442	103568	364008
443	103819	363834
444	104118	363830
445	104394	363742
446	104680	363688
447	104941	363546
448	105190	363364
449	105478	363315
450	105748	363201
451	105988	362987
452	106231	362782
453	106481	362598
454	106721	362385
455	106966	362185
456	107199	361945
457	107455	361781
458	107694	361561
459	107954	361412
460	108195	361199
461	108448	361024
462	108686	360802
463	108930	360598
464	109186	360432
465	109429	360223
466	109687	360065
467	109910	359791
468	110162	359612
469	110398	359383
470	110656	359223
471	110891	358986
472	111126	358754
473	111364	358526
474	111617	358349
475	111852	358117
476	112091	357893
477	112346	357721
478	112632	357650
479	112914	357561
480	113166	357380
481	113432	357240
482	113684	357059
483	113950	356920
484	114192	356703
485	114438	356502
486	114685	356301
487	114927	356086
488	115152	355818
489	115391	355595
490	115650	355430
491	115889	355206
492	116137	355007
493	116384	354808
494	116651	354666
495	116889	354437
496	117133	354228
497	117362	353974
498	117587	353705
499	117834	353504
500	118068	353263
501	118311	353048
502	118536	352780
503	118782	352575
504	119018	352342
505	119256	352114
506	119498	351894
507	119752	351713
508	120002	351519
509	120223	351240
510	120459	351005
511	120688	350751
512	120946	350580
513	121187	350360
514	121428	350137
515	121655	349877
516	121888	349633
517	122136	349431
518	122379	349216
519	122604	348950
520	122840	348715
521	123087	348511
522	123316	348256
523	123555	348030
524	123775	347751
525	124002	347490
526	124252	347294
527	124480	347035
528	124709	346781
529	124950	346559
530	125183	346317
531	125413	346065
532	125639	345802
533	125885	345596
534	126109	345328
535	126354	345118
536	126578	344850
537	126823	344638
538	127049	344377
539	127292	344161
540	127549	343982
541	127773	343715
542	128013	343490
543	128260	343284
544	128501	343063
545	128729	342807
546	128970	342584
547	129213	342369
548	129439	342105
549	129681	341886
550	129923	341669
551	130153	341418
552	130388	341180
553	130629	340957
554	130862	340714
555	131112	340515
556	131343	340268
557	131570	340007
558	131805	339770
559	132054	339567
560	132288	339329
561	132531	339111
562	132772	338888
563	133013	338665
564	133242	338413
565	133483	338190
566	133723	337964
567	133982	337785
568	134219	337553
569	134454	337314
570	134694	337089
571	134932	336859
572	135197	336696
573	135457	336520
574	135722	336356
575	135976	336165
576	136242	336001
577	136508	335840
578	136770	335665
579	137034	335497
580	137321	335386
581	137611	335281
582	137914	335205
583	138228	335157
584	138475	334944
585	138706	334694
586	138948	334471
587	139193	334252
588	139429	334014
589	139656	333754
590	139895	333525
591	140133	333289
592	140387	333095
593	140626	332862
594	140860	332619
595	141077	332337
596	141293	332052
597	141514	331778
598	141738	331512
599	141950	331217
600	142182	330971
601	142440	330784
602	142674	330541
603	142897	330273
604	143137	330044
605	143349	329750
606	143586	329514
607	143809	329247
608	144056	329034
609	144290	328791
610	144508	328513
611	144748	328286
612	144968	328010
613	145192	327746
614	145405	327457
615	145636	327210
616	145915	327068
617	146171	326876
618	146471	326780
619	146709	326546
620	146939	326295
621	147172	326050
622	147421	325840
623	147677	325646
624	147903	325388
625	148147	325167
626	148396	324958
627	148631	324717
628	148871	324488
629	149144	324329
630	149381	324094
631	149616	323853
632	149849	323608
633	150091	323383
634	150322	323133
635	150544	322864
636	150758	322579
637	151005	322366
638	151232	322109
639	151440	321811
640	151648	321514
641	151849	321202
642	152087	320969
643	152323	320731
644	152572	320521
645	152878	320430
646	153144	320254
647	153385	320026
648	153612	319770
649	153899	319637
650	154147	319424
651	154402	319225
652	154647	319005
653	154900	318802
654	155130	318550
655	155383	318345
656	155633	318136
657	155870	317900
658	156100	317648
659	156331	317399
660	156560	317148
661	156783	316882
662	157000	316606
663	157210	316314
664	157433	316051
665	157673	315820
666	157887	315537
667	158120	315294
668	158341	315025
669	158571	314776
670	158791	314506
671	159009	314233
672	159220	313945
673	159447	313690
674	159672	313430
675	159897	313171
676	160121	312910
677	160355	312669
678	160574	312398
679	160804	312149
680	161030	311894
681	161277	311676
682	161504	311421
683	161731	311167
684	161978	310950
685	162223	310730
686	162451	310477
687	162687	310242
688	162922	310002
689	163155	309758
690	163390	309520
691	163603	309239
692	163835	308993
693	164070	308756
694	164291	308489
695	164513	308226
696	164736	307965
697	164951	307688
698	165185	307448
699	165395	307163
700	165608	306883
701	165824	306609
702	166048	306351
703	166288	306122
704	166519	305876
705	166741	305613
706	166974	305372
707	167195	305108
708	167418	304848
709	167632	304572
710	167851	304305
711	168098	304088
712	168341	303864
713	168577	303627
714	168817	303399
715	169056	303168
716	169293	302933
717	169564	302759
718	169813	302546
719	170059	302327
720	170306	302110
721	170564	301912
722	170812	301697
723	171029	301428
724	171245	301156
725	171507	300965
726	171735	300714
727	171949	300439
728	172210	300246
729	172459	300032
730	172702	299808
731	172935	299566
732	173162	299314
733	173378	299042
734	173623	298820
735	173856	298579
736	174095	298348
737	174340	298126
738	174578	297894
739	174815	297658
740	175045	297412
741	175341	297277
742	175626	297122
743	175915	296975
744	176166	296764
745	176392	296510
746	176665	296334
747	176897	296091
748	177198	295962
749	177533	295888
750	177824	295743
751	178160	295671
752	178443	295509
753	178699	295304
754	178969	295122
755	179290	295022
756	179613	294926
757	179953	294857
758	180268	294746
759	180535	294557
760	180805	294372
761	181109	294244
762	181421	294126
763	181725	293995
764	182031	293868
765	182320	293712
766	182616	293567
767	182917	293430
768	183177	293226
769	183497	293119
770	183798	292981
771	184074	292802
772	184321	292577
773	184579	292370
774	184825	292143
775	185065	291907
776	185288	291645
777	185513	291385
778	185773	291179
779	186036	290979
780	186273	290739
781	186522	290516
782	186799	290338
783	187056	290129
784	187313	289918
785	187588	289735
786	187839	289515
787	188090	289296
788	188330	289059
789	188595	288861
790	188840	288632
791	189080	288395
792	189297	288124
793	189515	287852
794	189726	287573
795	189945	287305
796	190173	287049
797	190388	286775
798	190617	286522
799	190834	286251
800	191066	286003
801	191303	285763
802	191523	285496
803	191758	285253
804	191991	285006
805	192217	284748
806	192436	284482
807	192667	284231
808	192898	283982
809	193123	283724
810	193363	283488
811	193592	283235
812	193812	282970
813	194026	282697
814	194251	282439
815	194509	282229
816	194767	282020
817	195010	281787
818	195259	281564
819	195488	281312
820	195696	281030
821	195933	280790
822	196155	280528
823	196364	280248
824	196593	279997
825	196814	279733
826	197057	279502
827	197275	279235
828	197529	279018
829	197752	278759
830	197980	278507
831	198181	278216
832	198419	277978
833	198633	277705
834	198851	277439
835	199072	277177
836	199294	276916
837	199536	276683
838	199742	276401
839	199980	276162
840	200199	275898
841	200421	275639
842	200629	275359
843	200835	275077
844	201074	274841
845	201309	274600
846	201543	274355
847	201773	274107
848	202013	273872
849	202236	273614
850	202450	273344
851	202719	273148
852	202976	272936
853	203244	272737
854	203465	272477
855	203689	272220
856	203901	271947
857	204144	271717
858	204360	271449
859	204575	271182
860	204793	270917
861	204994	270631
862	205237	270399
863	205453	270133
864	205652	269844
865	205865	269573
866	206090	269320
867	206303	269050
868	206542	268813
869	206760	268550
870	206979	268289
871	207206	268037
872	207427	267778
873	207632	267499
874	207845	267229
875	208050	266950
876	208258	266675
877	208478	266416
878	208687	266141
879	208887	265856
880	209103	265591
881	209334	265346
882	209575	265114
883	209800	264861
884	210025	264608
885	210236	264338
886	210444	264063
887	210679	263823
888	210899	263565
889	211114	263300
890	211341	263050
891	211565	262796
892	211791	262545
893	212001	262274
894	212216	262010
895	212446	261764
896	212674	261516
897	212896	261260
898	213131	261021
899	213351	260762
900	213564	260496
901	213785	260239
902	214015	259994
903	214262	259769
904	214509	259545
905	214756	259319
906	214980	259067
907	215197	258805
908	215430	258564
909	215651	258307
910	215877	258058
911	216106	257810
912	216312	257537
913	216542	257292
914	216763	257036
915	216984	256781
916	217201	256520
917	217433	256277
918	217655	256023
919	217865	255754
920	218082	255495
921	218328	255268
922	218543	255006
923	218768	254756
924	219002	254515
925	219227	254265
926	219451	254014
927	219668	253755
928	219877	253486
929	220091	253223
930	220310	252966
931	220548	252731
932	220769	252476
933	220982	252213
934	221194	251948
935	221425	251705
936	221641	251445
937	221862	251191
938	222088	250943
939	222318	250699
940	222590	250503
941	222849	250291
942	223081	250049
